,symbol,display_symbol,name,aliases,shortname,last_price_usd,market_cap_rank,volume_rank,price_change_1H_percent,price_change_1D_percent,price_change_7D_percent,price_change_30D_percent,price_change_90D_percent,price_change_180D_percent,price_change_365D_percent,price_change_3Y_percent,price_change_5Y_percent,price_change_ALL_percent,price_change_YTD_percent,volume_24_usd,display,trading_since,supply,last_update,ico_end,include_supply,use_volume,growth_all_time,ccu_slug,image_hash,market_cap_usd,categories
6914,PUB,PUB,PUBToken,,pubtoken,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,0.0,1546965434,2018-11-16 16:00:00,true,true,,publyto-token,,0.0,[20]
6915,PUX,PUX,pukkamex,,pukkamex,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1562059959,2019-09-01 11:00:00,true,true,,pukkamex,,0.0,[]
6916,PVC,PVC,Providuscoin,,providuscoin,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1618309305,2021-05-31 23:59:00,true,true,,providuscoin,,0.0,[13]
6917,PVG,PVG,Pilnette,,pilnette,9.023682495175097e-06,,,0.0,0.0,0.0,0.0,0.0,-87.13,-99.94,-99.94,-99.94,-99.95,0.0,0.0,true,2020-09-24 12:55:00,,1622529002,,true,true,,pilnette,,0.0,[15]
6918,PVM,PVM,Privateum,,privateum,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,80000000.0,1628251242,,true,true,,privateum,,0.0,[]
6919,PVP,PVP,PlayerVsPlayerCoin,,playervsplayercoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1569583166,,true,true,,playervsplayercoin,,0.0,[]
6920,PVU,PVU,Plant vs Undead,,plantvsundead,3.56,,351.0,2.24,35.58,-54.7,-84.03,-74.06,-74.06,-74.06,-74.06,-74.06,-74.22,-74.06,20120814.0,true,2021-08-01 16:00:00,,1632745546,,true,true,,plantvsundead,,0.0,[]
6921,PWC,PWC,Pawcoin,,pawcoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1575989228,,true,true,,pawcoin,,0.0,[]
6922,PWV,PWV,Wavebase,,wavebase,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-07-28 23:40:00,,1535795230,,true,true,1970-01-01 00:00:00.000000000,wavebase,,0.0,[15]
6923,PWZ,PWZ,Powerlight,,powerlight,0.003183569060638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,2020-02-29 13:30:00,,1587452464,,true,true,,powerlight,,0.0,[]
6924,PXB,PXB,PixelBit,,pixelbit,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1590150314,2020-06-01 23:59:00,true,true,,pixelbit,,0.0,[]
6925,PXP,PXP,PointPay,,pointpay,0.0368184,,496.0,-2.12,0.53,-27.66,0.0,0.0,0.0,103.91,-62.35,-62.35,-63.41,101.47,4304033.0,true,2020-03-06 14:00:00,,1632745427,2021-06-30 23:59:00,true,true,1970-01-01 00:00:00.000000000,pointpay,,0.0,[15]
6926,PYC,PYC,Payeercoin,,payeercoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1566980470,2019-09-20 23:59:00,true,true,,payeercoin,,0.0,[15]
6927,PYE,PYE,CreamPYE,,creampye,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,1000000000000000.0,1619590458,,true,true,,creampye,,0.0,[16]
6928,QBZ,QBZ,QUEENBEE,,queenbee,3.685842e-05,,2079.0,-0.03,18.02,19.95,-20.64,-97.81,-99.75,-99.63,-99.91,-99.91,-99.91,-99.22,16667.0,true,2020-03-05 11:05:00,,1632745546,,true,true,1970-01-01 00:00:00.000000000,queenbee,,0.0,[15]
6929,QCO,QCO,Qravity,,qravity,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1527669386,2018-10-07 23:59:00,true,true,,qravity,,0.0,[]
6930,QCP,QCP,Crypto Potential,,crypto-potential,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553258093,,true,true,,crypto-potential,,0.0,[15]
6931,QDT,QDT,Qchain,,qchain,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1630073070,,true,true,,qchain,,0.0,[]
6932,QED,QED,QED Token,,qed-token,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1629307115,,true,true,,qed-token,,0.0,[]
6933,QEY,QEY,AQwire,,aqwire,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1541425624,,true,true,,aqwire,,0.0,[]
6934,QFI,QFI,QFinance,,qfinance,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1611320502,,true,true,,qfinance,,0.0,[15]
6935,QHC,QHC,QChi Chain,,qchi-chain,0.005452131290590001,,2166.0,1.54,-4.05,-9.41,-21.23,-19.23,-45.56,97.87,97.87,97.87,106.7,-20.74,12483.0,true,2020-09-30 14:20:00,,1632745846,,true,true,,qchi-chain,,0.0,[]
6936,QI2,QI,QI,,qi,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1548936815,2018-11-01 23:58:00,true,true,,qi,,0.0,[15]
6937,QPY,QPY,QPay,,qpay,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1580220980,,true,true,,qpay,,0.0,[]
6938,QRP,QRP,Cryptics,,cryptics,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1530778866,2018-08-26 23:59:00,true,true,,cryptics,,0.0,[]
6939,QRT,QRT,QrKita Token,,qrkita-token,,,,0.0,0.0,0.0,,,,,,,,,0.0,not_trading,,,1631613732,,true,true,,qrkita-token,,0.0,"[6, 15, 16, 17]"
6940,QRX,QRX,Qurrex,,qurrex,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1529415485,2018-06-30 23:59:00,true,true,,qurrex,,0.0,[]
6941,QST,QST,CryptonsGame,,cryptonsgame,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1544623778,2018-10-31 23:59:00,true,true,,cryptonsgame,,0.0,[]
6942,QTV,QTV,Quish,,quish,0.000682309061549,,,0.0,0.0,0.0,0.0,-80.74,79.06,-96.42,-99.75,-99.75,-99.81,0.0,0.0,true,2020-04-23 10:50:00,,1626082401,2020-02-28 13:00:00,true,true,1970-01-01 00:00:00.000000000,quish,,0.0,[]
6943,QUA,QUA,Quasacoin,,quasa,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1528372492,2021-06-14 23:59:00,true,true,,quasa,,0.0,[]
6944,R2R,R2R,CitiOS,,citios,0.00043438952853700006,,3576.0,-0.42,0.14,-0.5700000000000001,-9.04,31.87,-28.11,357.58,-99.87,-99.87,-99.88,70.82,8.0,true,2020-07-07 12:20:00,,1632745427,,true,true,1970-01-01 00:00:00.000000000,citios,,0.0,[15]
6945,RAC,RAC,RAC,,rac,1.215262023178477,,2591.0,0.0,0.0,-13.07,-30.24,-1.07,-72.45,-27.26,-27.26,-27.26,-40.33,45.74,0.0,true,2020-10-08 14:10:00,,1632589932,,true,true,,rac,,0.0,[15]
6946,RAM,RAM,Ramifi Protocol,,ramifi-protocol,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,362000.0,1617019592,2021-04-01 23:59:00,true,true,,​​ramifi-protocol,,0.0,[]
6947,RAN,RAN,Rancoin,,rancoin,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1629382967,2021-09-30 23:59:00,true,true,,rancoin,,0.0,[]
6948,RBN,RBN,Ribbon Finance,,ribbon-finance,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1624843973,,true,true,,ribbon-finance,,0.0,[3]
6949,RBZ,RBZ,ReitBZ,,reitbz,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1562742650,2019-07-31 23:59:00,true,true,,reitbz,,0.0,[15]
6950,RC2,RC,Rising Coin,,rising-coin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1593508964,2021-06-01 23:59:00,true,true,,rising-coin,,0.0,[15]
6951,RC3,RC,RichCoin,,richcoin2,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,1000000.0,1624848056,,true,true,,richcoin2,,0.0,[16]
6952,RCD,RCD,Record,,record,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-07-15 22:30:00,,1552915748,,true,true,1970-01-01 00:00:00.000000000,record,,0.0,[15]
6953,RDT,RDT,Reindeer,,reindeer,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553089733,2019-07-31 23:59:00,true,true,,reindeer,,0.0,[15]
6954,REG,REG,Registry Blocks,,registry-blocks,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553175108,,true,true,,registry-blocks,,0.0,[15]
6955,REI,REI,Zerogoki,,zerogoki,0.362156866666666,,1806.0,-3.96,-8.0,-18.49,-27.83,-78.89,-78.89,-78.89,-78.89,-78.89,-76.3,-78.89,39330.0,true,2021-07-11 16:00:00,,1632745846,,true,true,,zerogoki,,0.0,[]
6956,REW,REW,Review.Network,,review-network,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1530602178,2019-08-31 23:59:00,true,true,,review-network,,0.0,[]
6957,RFE,RFE,Rich For Ever,,rich-for-ever,1.954000026671565e-06,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,2020-01-09 14:05:00,,1584585972,,true,true,,rich-for-ever,,0.0,[15]
6958,RFG,RFG,Refugees Token,,refugees-token,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,500000000000000.0,1623846771,,true,true,,refugees-token,,0.0,[16]
6959,RFT,RFT,Ryfts,,ryfts,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1548945698,2018-11-20 23:59:00,true,true,,ryfts,,0.0,[]
6960,RGL,RGL,Argyle,,argyle,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1541428126,2018-11-10 23:59:00,true,true,,argyle,,0.0,[15]
6961,RGP,RGP,RigelProtocol,,rigelprotocol,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1609855947,2021-02-22 23:59:00,true,true,,rigelprotocol,,0.0,[]
6962,RGT,RGT,Retail.Global,,retailglobal,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,24300000.0,1537864376,2018-11-15 00:00:00,true,true,,retailglobal,,0.0,[]
6963,RHC,RHC,Robinhood Casino,,robinhood-casino,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1568377317,2020-02-20 23:59:00,true,true,,robinhood-casino,,0.0,[15]
6964,RHO,RHO,Rhinos Finance,,rhinos-finance,1.0444899887815571e-08,,,0.0,0.0,-6.15,-36.02,-78.38,-78.38,-78.38,-78.38,-78.38,-66.58,-78.38,0.0,true,2021-08-15 12:15:00,,1632374927,,true,true,,rhinos-finance,,0.0,[]
6965,RHP,RHP,Rhypton,,rhypton,0.001996295060962,,,0.0,0.0,0.0,0.0,0.0,0.0,-50.21,,,,0.0,0.0,true,2020-07-09 12:40:00,,1606421114,,true,true,1970-01-01 00:00:00.000000000,rhypton,,0.0,[]
6966,RIC,RIC,Rielcoin,,rielcoin,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,2014-02-27 05:40:00,25041992.0,1620629625,,true,true,,riecoin,,0.0,[3]
6967,RIM,RIM,CrimsonShares,,crimsonshares,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1598534532,2020-12-31 23:59:00,true,true,,crimsonshares,,0.0,[15]
6968,RIV,RIV,RIVA,,riva,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1579267140,,true,true,,riva,,0.0,[]
6969,RKX,RKX,Rokkex,,rokkex,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1558945477,2019-11-18 23:59:00,true,true,,rokkex,,0.0,[15]
6970,RLR,RLR,Relayer Network,,relayer-network,0.50441315018744,,,0.0,0.0,0.0,0.0,4.66,-83.42,-97.07,-97.07,-97.07,-96.64,0.0,0.0,true,2020-12-07 13:50:00,,1629550183,,true,true,,relayer-network,,0.0,[15]
6971,RLZ,RLZ,Relianz,,relianz,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1576235364,,true,true,,relianz,,0.0,[]
6972,RMT,RMT,SureRemit,,sureremit,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,500000000.0,1519296069,,true,true,,sureremit,,0.0,[]
6973,RNK,RNK,Rocket Network,,rocket-network,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1625592688,0000-00-00 00:00:00,true,true,,rocket-network,,0.0,[]
6974,RNX,RNX,ROONEX,,roonex,0.00037847580880900005,,639.0,1.48,1.92,2.09,-30.48,40.22,-72.57,-31.87,-69.9,-69.9,-68.72,86.1,2099037.0,true,2020-08-14 12:20:00,,1632745786,,true,true,,roonex,,0.0,[15]
6975,ROR,ROR,ROR Universe,,ror-universe,0.0017935379,,,0.0,0.0,0.0,0.0,-59.27,-28.99,-19.4,-19.4,-19.4,-8.49,0.0,0.0,true,2020-10-14 12:00:00,,1627362339,,true,true,,ror-universe,,0.0,[15]
6976,ROS,ROS,ROS Coin,,ros-coin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1593430398,,true,true,,ros-coin,,0.0,[]
6977,ROU,ROU,Routine,,routine,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,1000000.0,1616493283,,true,true,,routine,,0.0,"[2, 3, 6, 14]"
6978,RPB,RPB,Republia,,republia,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1542128166,2018-12-23 23:59:00,true,true,,republia,,0.0,[]
6979,RPG,RPG,Rangers Protocol,,rangers-protocol,,,,0.0,0.0,0.0,,,,,,,,,0.0,not_trading,,,1631701061,0000-00-00 00:00:00,true,true,,rangers-protocol,,0.0,[]
6980,RPJ,RPJ,Real Projects,,real-projects,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,400000000000.0,1628517804,,true,true,,real-projects,,0.0,[3]
6981,RRW,RRW,RRW,,rrw,6.998900062171742e-05,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2020-01-29 12:55:00,,1589807954,,true,true,1970-01-01 00:00:00.000000000,rrw,,0.0,[15]
6982,RSD,RSD,Reference System for DeFi,,reference-system-for-defi,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1619450366,,true,true,,reference-system-for-defi,,0.0,[3]
6983,RSH,RSH,RSHCoin,,rshcoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1536065901,,true,true,,rshcoin,,0.0,[]
6984,RSK,RSK,Rootstock,,rootstock,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1542009997,,true,true,,rootstock,,0.0,[]
6985,RSP,RSP,Resoper,,resoper,0.0017806020332500002,,,0.0,0.0,0.0,0.0,0.0,0.0,-94.58,,,,0.0,0.0,true,2020-09-22 12:45:00,,1612300826,,true,true,,resoper,,0.0,[20]
6986,RSV,RSV,Reserve Token,,reserve,1.004270090512313,,2368.0,-0.11,0.36,0.72,0.28,0.31,0.03,-19.02,-1.69,-1.69,-1.6,0.68,12395.0,true,2020-05-29 09:50:00,,1632745546,,true,true,1970-01-01 00:00:00.000000000,reserve,,0.0,[15]
6987,RTI,RTI,Artius,,artius,,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,not_trading,,,1626871238,,true,true,,artius,,0.0,"[16, 17]"
6988,RTM,RTM,Raptoreum,,raptoreum,0.012426137971744002,,1920.0,4.04,125.92,504.77,803.17,1102.94,453.77,399.92,399.92,399.92,325.78,399.92,434462.0,true,2021-03-19 10:20:00,,1632745846,,true,true,,raptoreum,,0.0,[1]
6989,RTR,RTR,RETRO,,retro,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,99228099000.0,1546912874,2019-02-28 21:00:00,true,true,,retro,,0.0,[20]
6990,RUC,RUC,RUSH Token,,rush-token,0.000893607458514,,3693.0,-2.43,-2.03,-2.74,-50.29,-26.55,-43.81,-99.99,-99.99,-99.99,-99.99,-99.9,0.8376736640000001,true,2020-10-22 09:00:00,,1632745726,,true,true,,rush-token,,0.0,[15]
6991,RUG,RUG,Rug,,rug,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1598968654,,true,true,,rug,,0.0,[15]
6992,RVO,RVO,AhrvoDEEX,,ahrvodeex,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553867570,2019-08-31 23:59:00,true,true,,ahrvodeex,,0.0,[15]
6993,RVT,RVT,Rivetz,,rivetz,,,,0.0,0.0,0.0,,,,,,,,,0.0,true,2017-09-25 21:20:00,26244468.0,1631527298,2017-09-10 23:59:00,true,true,,rivetz,,0.0,[15]
6994,RVW,RVW,RoeVWade,,roevwade,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1604675006,,true,true,,roevwade,,0.0,[]
6995,RVX,RVX,RiveX,,rivex,0.018365056361999,,1864.0,0.0,-0.02,-43.12,-20.11,-43.05,-91.07,-95.66,-77.87,-77.87,-77.46,-72.01,43571.0,true,2020-05-11 14:55:00,,1632745786,,true,true,1970-01-01 00:00:00.000000000,rivex,,0.0,[]
6996,RWN,RWN,Rowan Energy Blockchain,,rowan-energy-blockchain,0.003007975728453,,2035.0,-0.25,-0.16,-2.2800000000000002,-25.51,-45.11,-92.97,-78.83,-93.74,-93.74,-95.8,-81.86,19509.0,true,2020-07-06 14:10:00,,1632745486,2020-04-28 23:59:00,true,true,1970-01-01 00:00:00.000000000,rowan-energy-blockchain,,0.0,[15]
6997,RWS,RWS,Robonomics Web Services,,robonomics-web-services,21698.0,,2634.0,-0.5,5.24,-11.09,-38.29,15.85,-71.76,-35.53,11.78,11.78,44.73,-51.26,1203.0,true,2020-07-26 07:55:00,,1632691552,,true,true,,robonomics-web-services,,0.0,[15]
6998,RYL,RYL,RoyalToken,,royaltoken,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1570621717,2019-12-15 23:59:00,true,true,,royaltoken,,0.0,[15]
6999,Rpe,Rpe,Rupee,,rupee1,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,9500001.0,1546965273,2019-12-25 05:00:00,true,true,,Rpe,,0.0,[20]
7000,S3P,S3P,S3 Wallet,,s3-wallet,0.010013170149999001,,,0.0,0.0,0.0,0.0,-46.05,-68.02,-92.56,-92.56,-92.56,-94.41,0.0,0.0,true,2020-12-11 14:20:00,,1626264825,,true,true,,s3-wallet,,0.0,[]
7001,SAC,SAC,Smart Application Chain,,smart-application-chain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,2018-08-14 22:35:00,,1534410746,,true,true,,smart-application-chain,,0.0,[]
7002,SAF,SAF,Safinus,,safinus,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1548946901,2018-10-12 23:59:00,true,true,,safinus,,0.0,[15]
7003,SAM,SAM,Swiss Alps Mining,,swiss-alps-mining,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1529063458,2018-10-29 23:59:00,true,true,,swiss-alps-mining,,0.0,[]
7004,SAY,SAY,SpherePay,,spherepay,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-03-09 21:59:20,,1520916440,,true,true,,spherepay,,0.0,[]
7005,SBE,SBE,SatBetEntertainment,,satbetentertainment,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,200000012000.0,1546965191,2027-12-31 05:00:00,true,true,,satbetentertainment,,0.0,[20]
7006,SBF,SBF,StonkBase,,stonkbase,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,,1620036729,0000-00-00 00:00:00,true,true,,stonkbase,,0.0,[15]
7007,SBJ,SBJ,Subaj Global Network,,subaj-global-network,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1530607997,2018-09-30 23:59:00,true,true,,subaj-global-network,,0.0,[]
7008,SBP,SBP,Sound Blockchain Protocol,,soundblockchainprotocol,0.0026425799899810003,,,0.0,0.0,0.0,0.0,0.0,-2.7,-21.23,-27.22,-27.22,-22.87,0.0,0.0,true,2020-05-13 14:00:00,,1624571466,,true,true,1970-01-01 00:00:00.000000000,soundblockchainprotocol,,0.0,[15]
7009,SBS,SBS,StaysBASE,,staysbase,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,3351877.0,1611147610,,true,true,,staysbase,,0.0,[15]
7010,SC2,SC2,SecureCloudCoin,,securecloudcoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-08-16 18:00:00,,1542118927,,true,true,,securecloudcoin,,0.0,[]
7011,SCA,SCA,ScaleSwap,,scaleswap,0.438612636910757,,2244.0,3.11,5.44,5.9,-22.55,-33.46,-33.46,-33.46,-33.46,-33.46,-27.34,-33.46,5674.11,true,2021-07-26 16:00:00,,1632745726,2021-06-25 23:59:00,true,true,,scaleswap,,0.0,[]
7012,SCF,SCF,StakingCliff,,stakingcliff,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1604483194,,true,true,,stakingcliff,,0.0,[20]
7013,SCG,SCG,SocialcryptNET,,socialcryptnet,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,0.0,1546965312,2020-12-30 23:00:00,true,true,,socialcryptnet,,0.0,[20]
7014,SCH,SCH,SChain,,schain,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1535961219,,true,true,,schain,,0.0,[]
7015,SCI,SCI,Science,,science,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1511290668,2017-11-09 00:00:00,true,true,,science,,0.0,[]
7016,SCU,SCU,Space.Cloud.Unit,,space-cloud-unit,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1553089186,,true,true,,space-cloud-unit,,0.0,[15]
7017,SCX,SCX,Swachhcoin,,swachhcoin,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,276000000.0,1526979378,2018-11-29 23:59:00,true,true,,swachhcoin,,0.0,[15]
7018,SCZ,SCZ,SafeBSC,,safebsc,,,,0.0,0.0,0.0,0.0,0.0,,,,,,0.0,0.0,not_trading,,3000000.0,1620028284,,true,true,,safebsc,,0.0,"[3, 14, 16]"
7019,SDI,SDI,SonicDiamond,,sonicdiamond,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1607599231,,true,true,,sonicdiamond,,0.0,"[2, 6]"
7020,SDR,SDR,Asdra,,asdra,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1612431145,,true,true,,asdra,,0.0,"[4, 15]"
7021,SDT,SDT,Alchemint,,alchemint,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,,,1531386638,2018-06-12 23:59:00,true,true,,alchemint,,0.0,[]
7022,SDX,SDX,SwapDEX,,swapdex,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,not_trading,,,1601458744,,true,true,,swapdex,,0.0,[15]
7023,SEC,SEC,Secure Crypto Payments,,secure-crypto-payments,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1541680955,2019-06-01 23:59:00,true,true,,secure-crypto-payments,,0.0,[15]
7024,SEL,SEL,Share Everything Lab,,share-everything-lab,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1535701130,,true,true,,share-everything-lab,,0.0,[]
7025,SEY,SEY,SeyBlock,,seyblock,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1542188935,,true,true,,seyblock,,0.0,[18]
7026,SFM,SFM,SFMoney,,sfmoney,0.000817149717307,,3234.0,0.30000000000000004,-3.64,-3.45,-36.99,-20.56,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,111.0,true,2021-03-18 11:55:00,,1632745366,,true,true,,sfmoney,,0.0,[]
7027,SFR,SFR,Safari,,safari,0.001816952762467,,3948.0,-0.44,2.2,-31.33,-29.37,-41.53,1204.42,-0.76,-0.76,-0.76,10.9,882.26,0.017060878,true,2020-09-28 10:40:00,,1632745847,2020-09-14 23:59:00,true,true,,safari,,0.0,[15]
7028,SFU,SFU,Saifu,,saifu,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading_anymore,2018-06-28 15:15:00,,1553993470,2018-04-30 00:00:00,true,true,,saifu,,0.0,[]
7029,SGC,SGC,Sudan Gold Coin,,sudan-gold-coin,0.06831707060337,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,true,2018-09-04 11:20:00,,1593111427,2018-09-30 23:59:00,true,true,1970-01-01 00:00:00.000000000,sudan-gold-coin,,0.0,[]
7030,SGE,SGE,Society of Galactic Exploration,,society-of-galactic-exploration,1.7457059961126192e-08,,1858.0,-0.54,22.38,61.72,-17.13,-74.32,-89.49,-89.49,-89.49,-89.49,-91.97,-89.49,90820.0,true,2021-05-26 09:05:00,,1632745847,,true,true,,society-of-galactic-exploration,,0.0,"[15, 20]"
7031,SGM,SGM,Sgame Pro,,sgame-pro,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,350000000.0,1533724112,2018-10-12 00:00:00,true,true,,sgame-pro,,0.0,[]
7032,SGO,SGO,Selfie Go,,selfie-go,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,not_trading,,,1537866439,,true,true,,selfie-go,,0.0,[]
